NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL
Class,Field,Name,Class,Field,Name,Name,Notes
ThreadDownloadImage,*,field_1216_a,*,*,*,location,"The URL of the image to download."
GuiContainer,*,field_974_h,*,*,*,ySize,"The Y size of the inventory window in pixels."
GuiInventory,*,field_975_m,*,*,*,ySize_lo,"y size of the inventory window in pixels. Defined as float, passed as int."
GuiInventory,*,field_976_l,*,*,*,xSize_lo,"x size of the inventory window in pixels. Defined as float, passed as int"
GuiMultiplayer,*,field_970_h,*,*,*,parentScreen,"A reference to the screen object that created this. Used for navigating between screens."
GuiContainer,*,field_971_a,*,*,*,xSize,"The X size of the inventory window in pixels."
GuiContainer,*,field_972_j,*,*,*,itemRenderer,"Stacks renderer. Icons, stack size, health, etc..."
GuiContainer,*,field_973_i,*,*,*,inventorySlots,"A list of the players inventory slots."
NetClientHandler,*,field_1214_c,*,*,*,disconnected,"True if kicked or disconnected from the server."
NetClientHandler,*,field_1213_d,*,*,*,netManager,"Reference to the NetworkManager object."
NetClientHandler,*,field_1212_e,*,*,*,mc,"Reference to the Minecraft object."
NetClientHandler,*,field_1211_f,*,*,*,worldClient,"*"
ChunkProviderClient,*,field_888_d,*,*,*,worldObj,"Reference to the World object."
ChunkProviderClient,*,field_889_c,*,*,*,unusedChunkList,"Only emptied, never added to."
WorldGenBigTree,*,field_880_c,*,*,*,worldObj,"Reference to the World object."
WorldGenMinable,*,field_883_b,*,*,*,numberOfBlocks,"The number of blocks to generate."
WorldGenMinable,*,field_884_a,*,*,*,minableBlockId,"The block ID of the ore to be placed using this generator."
WorldGenFlowers,*,field_885_a,*,*,*,plantBlockId,"The ID of the plant block used in this plant generator."
ChunkProviderClient,*,field_886_b,*,*,*,chunkMapping,"The mapping between ChunkCoordinates and Chunks that ChunkProviderClient maintains."
ChunkProviderClient,*,field_887_a,*,*,*,blankChunk,"The completely empty chunk used by ChunkProviderClient when field_886_b doesn't contain the requested coordinates."
WorldRenderer,*,field_1756_h,*,*,*,sizeDepth,""
WorldRenderer,*,field_1757_g,*,*,*,sizeHeight,""
NetClientHandler,*,field_1208_b,*,*,*,rand,"RNG."
WorldRenderer,*,field_1758_f,*,*,*,sizeWidth,""
WorldRenderer,*,field_1759_e,*,*,*,posZ,""
GuiMainMenu,*,field_4187_a,*,*,*,minecraftLogo,"The Minecraft Logo (represented by spaces and asterisks)"
GuiEditSign,*,field_4189_i,*,*,*,updateCounter,"Counts the number of screen updates."
ChunkPosition,*,field_1110_b,*,*,*,y,"The y coordinate of this ChunkPosition"
ChunkPosition,*,field_1111_a,*,*,*,x,"The x coordinate of this ChunkPosition"
ChunkPosition,*,field_1112_c,*,*,*,z,"The z coordinate of this ChunkPosition"
Slot,*,field_1118_b,*,*,*,inventory,"The inventory we want to extract a slot from."
Slot,*,field_1119_a,*,*,*,slotIndex,"The index of the slot in the inventory."
EntityLiving,*,field_9341_H,*,*,*,prevSwingProgress,"*"
EntityLiving,*,field_9340_ai,*,*,*,moveForward,"*"
EntityLiving,*,field_9342_ah,*,*,*,moveStrafing,"*"
MCHashTable,*,field_1590_a,*,*,*,slots,"An array of HashEntries representing the heads of hash slot lists"
MCHashTable,*,field_1591_e,*,*,*,versionStamp,"A serial stamp used to mark changes"
MCHashTable,*,field_1592_d,*,*,*,growFactor,"The scale factor used to determine when to grow the table"
MCHashTable,*,field_1593_c,*,*,*,threshold,"The grow threshold"
Timer,*,field_1378_c,*,*,*,renderPartialTicks,"How much time has elapsed since the last tick, in ticks, for use by display rendering routines (range: 0.0 - 1.0).  This field is frozen if the display is paused to eliminate jitter."
Timer,*,field_1379_b,*,*,*,elapsedTicks,"How many full ticks have turned over since the last call to updateTimer(), capped at 10."
KeyBinding,*,field_1370_b,*,*,*,keyCode,"*"
KeyBinding,*,field_1371_a,*,*,*,keyDescription,"*"
Timer,*,field_1372_i,*,*,*,timeSyncAdjustment,"A ratio used to sync the high-resolution clock to the system clock, updated once per second"
Timer,*,field_1373_h,*,*,*,lastSyncHRClock,"The time reported by the high-resolution clock at the last sync, in milliseconds"
Timer,*,field_1374_g,*,*,*,lastSyncSysClock,"The time reported by the system clock at the last sync, in milliseconds"
Timer,*,field_1375_f,*,*,*,lastHRTime,"The time reported by the high-resolution clock at the last call of updateTimer(), in seconds"
Timer,*,field_1376_e,*,*,*,elapsedPartialTicks,"How much time has elapsed since the last tick, in ticks (range: 0.0 - 1.0)."
Timer,*,field_1377_d,*,*,*,timerSpeed,"A multiplier to make the timer (and therefore the game) go faster or slower.  0.5 makes the game run at half-speed."
GameSettings,*,field_1578_g,*,*,*,anaglyph,"*"
Block,*,field_4059_au,*,*,*,stairCompactPlanks,"*"
GameSettings,*,field_1572_m,*,*,*,keyBindRight,"*"
GameSettings,*,field_1573_l,*,*,*,keyBindBack,"*"
GameSettings,*,field_1570_o,*,*,*,keyBindInventory,"*"
Block,*,field_4051_bd,*,*,*,slowSand,"*"
GameSettings,*,field_1577_h,*,*,*,limitFramerate,"*"
GameSettings,*,field_1574_k,*,*,*,keyBindLeft,"*"
Block,*,field_4055_bb,*,*,*,pumpkin,"A pumpkin"
ClippingHelper,*,field_1687_b,*,*,*,projectionMatrix,"*"
Block,*,field_419_ac,*,*,*,cloth,"*"
Block,*,field_413_ai,*,*,*,blockGold,"*"
Block,*,field_412_aj,*,*,*,blockSteel,"*"
Block,*,field_410_al,*,*,*,stairSingle,"*"
Block,*,field_417_ae,*,*,*,plantYellow,"Was dandelion"
Block,*,field_416_af,*,*,*,plantRed,"Was rose"
Block,*,field_415_ag,*,*,*,mushroomBrown,"Was mushroomKingBolete"
EntityCreeper,*,field_765_d,*,*,*,creeperState,"The state of the creeper (-1=Dormant,1=BlowingUp,2=CoolingDown)"
EntityCreeper,*,field_764_a,*,*,*,timeSinceIgnited,"The amount of time since the creeper was close enough to the player to ignite"
EntityCreeper,*,field_766_c,*,*,*,fuseTime,"The number of cycles for the creeper to wait until exploding"
EntityCow,*,field_761_a,*,*,*,unusedBoolean,"Currently unused."
EntitySheep,*,field_760_a,*,*,*,sheared,"Set to true if this sheep has been sheared, false otherwise."
EntityCreeper,*,field_763_b,*,*,*,lastActiveTime,"Time when this creeper was last in an active state (Messed up code here, probably causes creeper animation to go weird)"
EntityMobs,*,field_762_e,*,*,*,attackStrength,"How much damage this mob's attacks deal"
Block,*,field_360_bk,*,*,*,maxZ,"maximum Z for the block bounds (local coordinates)"
Block,*,field_362_bj,*,*,*,maxY,"maximum Y for the block bounds (local coordinates)"
Block,*,field_364_bi,*,*,*,maxX,"maximum X for the block bounds (local coordinates)"
Block,*,field_366_bh,*,*,*,minZ,"minimum Z for the block bounds (local coordinates)"
Block,*,field_368_bg,*,*,*,minY,"minimum Y for the block bounds (local coordinates)"
ChunkCoordIntPair,*,field_189_a,*,*,*,chunkXPos,"The X position of this Chunk Coordinate Pair"
ChunkCoordIntPair,*,field_188_b,*,*,*,chunkZPos,"The Z position of this Chunk Coordinate Pair"
MinecraftImpl,*,field_185_a,*,*,*,mainFrame,"Reference to the main frame."
MinecraftAppletImpl,*,field_186_a,*,*,*,mainFrame,"Reference to the main frame, in this case, the applet window itself."
Packet50PreChunk,*,field_505_a,*,*,*,xPosition,"The X position of the chunk."
Packet50PreChunk,*,field_504_b,*,*,*,yPosition,"The Y position of the chunk."
Packet29DestroyEntity,*,field_507_a,*,*,*,entityId,"ID of the entity to be destroyed on the client."
Packet50PreChunk,*,field_506_c,*,*,*,mode,"If mode is true (1) the client will initialise the chunk. If it is false (0) the client will unload the chunk."
Packet23VehicleSpawn,*,field_501_e,*,*,*,type,"The type of object."
Packet23VehicleSpawn,*,field_500_a,*,*,*,entityId,"Entity ID of the object."
Packet23VehicleSpawn,*,field_503_c,*,*,*,yPosition,"The Y position of the object."
Packet23VehicleSpawn,*,field_502_d,*,*,*,zPosition,"The Z position of the object."
Packet34EntityTeleport,*,field_509_a,*,*,*,entityId,"ID of the entity."
Packet34EntityTeleport,*,field_508_b,*,*,*,xPosition,"X position of the entity."
GuiChest,*,field_981_l,*,*,*,lowerChestInventory,"*"
GuiDownloadTerrain,*,field_983_a,*,*,*,netHandler,"Network object that downloads the terrain data."
GuiChest,*,field_982_j,*,*,*,upperChestInventory,"*"
GuiChat,*,field_985_a,*,*,*,message,"The chat message."
GuiDownloadTerrain,*,field_984_h,*,*,*,updateCounter,"Counts the number of screen updates."
GuiChat,*,field_986_h,*,*,*,updateCounter,"Counts the number of screen updates. Used to make the caret flash."
GuiMainMenu,*,field_989_j,*,*,*,updateCounter,"Counts the number of screen updates."
Item,*,field_219_q,*,*,*,shovelWood,"*"
Item,*,field_218_r,*,*,*,pickaxeWood,"*"
Item,*,field_211_y,*,*,*,shovelDiamond,"*"
Item,*,field_210_z,*,*,*,pickaxeDiamond,"*"
Item,*,field_213_w,*,*,*,axeStone,"*"
Item,*,field_212_x,*,*,*,swordDiamond,"*"
Item,*,field_215_u,*,*,*,shovelStone,"*"
Item,*,field_214_v,*,*,*,pickaxeStone,"*"
Item,*,field_217_s,*,*,*,axeWood,"*"
Item,*,field_216_t,*,*,*,swordStone,"*"
WorldRenderer,*,field_1742_D,*,*,*,tessellator,"*"
WorldRenderer,*,field_1745_B,*,*,*,tileEntityRenderers,"All the tile entities that have special rendering code for this chunk"
WorldRenderer,*,field_1744_C,*,*,*,glRenderList,""
WorldRenderer,*,field_1749_o,*,*,*,isInFrustrum,""
WorldRenderer,*,field_1748_p,*,*,*,skipRenderPass,"Should this renderer skip this render pass"
NibbleArray,*,field_1109_a,*,*,*,data,"Byte array of data stored in this holder. Possibly a light map or some chunk data. Data is accessed in 4-bit pieces."
HashEntry,*,field_1108_c,*,*,*,nextEntry,"The next entry in this slot"
ThreadConnectToServer,*,field_1103_d,*,*,*,connectingGui,"A reference to the GuiConnecting object."
ThreadConnectToServer,*,field_1102_a,*,*,*,mc,"A reference to the Minecraft object."
ThreadConnectToServer,*,field_1101_b,*,*,*,hostName,"A reference to the Minecraft object."
RecipesWeapons,*,field_1100_a,*,*,*,recipePatterns,"*"
HashEntry,*,field_1107_d,*,*,*,slotHash,"The id of the hash slot computed from the hash"
HashEntry,*,field_1106_a,*,*,*,hashEntry,"The hash code of this entry"
HashEntry,*,field_1105_b,*,*,*,valueEntry,"The object stored in this entry"
ThreadConnectToServer,*,field_1104_c,*,*,*,port,"A reference to the Minecraft object."
EntityPlayer,*,field_9370_g,*,*,*,score,"*"
EntityPlayerSP,*,field_9374_bx,*,*,*,inPortal,"Whether the player is currently inside a portal."
GameWindowListener,*,field_1587_a,*,*,*,mc,"A reference to the Minecraft object."
GameWindowListener,*,field_1586_b,*,*,*,mcThread,"A reference to the Minecraft main thread."
GameSettings,*,field_1584_a,*,*,*,musicVolume,"*"
GameSettings,*,field_1583_b,*,*,*,soundVolume,"*"
GameSettings,*,field_1582_c,*,*,*,mouseSensitivity,"*"
GameSettings,*,field_1581_d,*,*,*,invertMouse,"*"
GameSettings,*,field_1580_e,*,*,*,renderDistance,"*"
MCHashTable,*,field_1589_b,*,*,*,count,"The number of items stored in this map"
ThreadSleepForever,*,field_1588_a,*,*,*,mc,"A reference to the Minecraft object."
*,*,*,ServerConfigurationManager,*,field_9253_e,maxPlayers,"the maximum amount of players that can be connected"
*,*,*,ServerConfigurationManager,*,field_9251_j,ipBanFile,"the file which contains the list of banned IPs"
*,*,*,ServerConfigurationManager,*,field_9250_k,opFile,"the file which contains the list of ops"
*,*,*,GuiStatsComponent,*,field_767_a,memoryUse,"An array containing the columns that make up the memory use graph."
*,*,*,Item,*,field_4166_L,hoeWood,"*"
*,*,*,Block,*,field_4048_bd,slowSand,"*"
*,*,*,Item,*,field_4164_N,hoeSteel,"*"
*,*,*,Item,*,field_4165_M,hoeStone,"*"
*,*,*,Item,*,field_4162_P,hoeGold,"*"
*,*,*,Item,*,field_4163_O,hoeDiamond,"*"
*,*,*,Item,*,field_4160_U,plateLeather,"*"
*,*,*,Item,*,field_4161_T,helmetLeather,"*"
*,*,*,Block,*,field_4044_bf,portal,"The purple teleport blocks inside the obsidian circle"
*,*,*,Item,*,field_4168_G,pickaxeGold,"*"
*,*,*,Item,*,field_4169_F,shovelGold,"*"
*,*,*,Packet6SpawnPosition,*,field_138_b,yPosition,"Y coordinate of spawn."
*,*,*,Packet6SpawnPosition,*,field_139_a,xPosition,"X coordinate of spawn."
*,*,*,Packet34EntityTeleport,*,field_130_b,xPosition,"X position of the entity."
*,*,*,Packet34EntityTeleport,*,field_131_a,entityId,"ID of the entity."
*,*,*,Packet34EntityTeleport,*,field_132_f,pitch,"Pitch of the entity."
*,*,*,Packet34EntityTeleport,*,field_133_e,yaw,"Yaw of the entity."
*,*,*,Packet34EntityTeleport,*,field_134_d,zPosition,"Z position of the entity."
*,*,*,Packet34EntityTeleport,*,field_135_c,yPosition,"Y position of the entity."
*,*,*,Packet22Collect,*,field_136_b,collectorEntityId,"The entity that picked up the one from the ground."
*,*,*,Packet22Collect,*,field_137_a,collectedEntityId,"The entity on the ground that was picked up."
*,*,*,Item,*,field_4199_aL,minecartCrate,"*"
*,*,*,Item,*,field_4198_aM,minecartPowered,"*"
*,*,*,EntityPlayerMP,*,field_422_ag,loadedChunks,"LinkedList that holds loaded chunks"
*,*,*,Item,*,field_4193_aS,fishRaw,"*"
*,*,*,Item,*,field_4192_aT,fishCooked,"*"
*,*,*,Item,*,field_4191_aV,recordCat,"*"
*,*,*,Item,*,field_4197_aO,compass,"*"
*,*,*,Item,*,field_4196_aP,fishingRod,"*"
*,*,*,Item,*,field_4195_aQ,pocketSundial,"*"
*,*,*,EntityItem,*,field_429_a,item,"The item stack of this EntityItem."
*,*,*,Block,*,field_9028_e,soundWoodFootstep,"*"
*,*,*,WorldProvider,*,field_6165_g,worldType,"0 for normal world -1 for hell"
*,*,*,MobSpawnerBase,*,field_6163_m,biomeName,"*"
*,*,*,Block,*,field_567_bf,minX,"minimum X for the block bounds (local coordinates)"
*,*,*,ThreadLoginVerifier,*,field_971_b,loginHandler,"The login handler that spawned this thread."
*,*,*,NBTBase,*,field_731_a,key,"The UTF string key used to lookup values."
*,*,*,ConsoleLogFormatter,*,field_839_a,dateFormat,"The date format to use in the console log."
*,*,*,EntityLiving,*,field_9095_az,renderYawOffset,"*"
*,*,*,Block,*,field_551_e,soundPowderFootstep,"*"
*,*,*,Block,*,field_555_bl,stepSound,"Sound of stepping on the block"
*,*,*,Block,*,field_622_aW,cactus,"*"
*,*,*,PlayerListBox,*,field_954_b,updateCounter,"Counts the number of updates."
*,*,*,PlayerListBox,*,field_955_a,mcServer,"Reference to the MinecraftServer object."
*,*,*,WorldManager,*,field_953_a,mcServer,"Reference to the MinecraftServer object."
*,*,*,World,*,field_815_a,loadedEntityList,"*"
*,*,*,World,*,field_813_c,worldTime,"Minecraft time"
*,*,*,World,*,field_811_e,skylightSubtracted,"How much light is subtracted from full daylight"
*,*,*,Packet23VehicleSpawn,*,field_100_d,zPosition,"The Z position of the object."
*,*,*,MCHashTable,*,field_835_a,slots,"An array of HashEntries representing the heads of hash slot lists"
*,*,*,Material,*,field_514_m,sand,"*"
*,*,*,MCHashTable,*,field_834_b,count,"The number of items stored in this map"
*,*,*,Packet50PreChunk,*,field_102_b,yPosition,"The Y position of the chunk."
*,*,*,World,*,field_792_x,multiplayerWorld,"Set to true if this is a multiplayer world, false otherwise."
*,*,*,HashEntry,*,field_842_d,slotHash,"*"
*,*,*,Material,*,field_513_n,circuits,"*"
*,*,*,Packet10Flying,*,field_65_i,rotating,"Boolean set to true if the player is rotating."
*,*,*,Packet24MobSpawn,*,field_64_c,xPosition,"The X position of the entity."
*,*,*,Packet10Flying,*,field_67_g,onGround,"True if the client is on the ground."
*,*,*,Packet10Flying,*,field_66_h,moving,"Boolean set to true if the player is moving."
*,*,*,Packet24MobSpawn,*,field_61_f,yaw,"The yaw of the entity."
*,*,*,Packet24MobSpawn,*,field_60_g,pitch,"The pitch of the entity."
*,*,*,Packet24MobSpawn,*,field_63_d,yPosition,"The Y position of the entity."
*,*,*,Packet24MobSpawn,*,field_62_e,zPosition,"The Z position of the entity."
*,*,*,WorldProvider,*,field_4305_d,lightBrightnessTable,"Light to brightness conversion table"
*,*,*,Packet10Flying,*,field_69_e,yaw,"The player's yaw rotation."
*,*,*,Packet10Flying,*,field_68_f,pitch,"The player's pitch rotation."
*,*,*,MobSpawnerBase,*,field_4300_a,rainforest,"*"
*,*,*,WorldProvider,*,field_4301_b,worldChunkMgr,"*"
*,*,*,RedstoneUpdateInfo,*,field_776_d,updateTime,"*"
*,*,*,RedstoneUpdateInfo,*,field_777_c,z,"*"
*,*,*,RedstoneUpdateInfo,*,field_774_b,y,"*"
*,*,*,RedstoneUpdateInfo,*,field_775_a,x,"*"
*,*,*,Chunk,*,field_677_r,hasEntities,"*"
*,*,*,Chunk,*,field_676_s,lastSaveTime,"*"
*,*,*,Chunk,*,field_679_p,neverSave,"*"
*,*,*,Entity,*,field_300_D,width,"How wide this entity is considered to be"
*,*,*,Entity,*,field_9069_Q,lastTickPosZ,"*"
*,*,*,NetworkManager,*,field_1039_o,readThread,"The thread used for reading."
*,*,*,NetworkManager,*,field_1038_p,isTerminating,"Whether this network manager is currently terminating (and should ignore further errors)."
*,*,*,ThreadServerApplication,*,field_1033_a,mcServer,"Reference to the MinecraftServer object."
*,*,*,ThreadCommandReader,*,field_1032_a,mcServer,"Reference to the MinecraftServer object."
*,*,*,ThreadSleepForever,*,field_1031_a,mc,"A reference to the Minecraft object."
*,*,*,NetworkManager,*,field_1037_q,terminationReason,"A String indicating why the network has shutdown."
*,*,*,NetworkManager,*,field_1036_r,timeSinceLastRead,"Counter used to detect read timeouts after 1200 failed attempts to read a packet."
*,*,*,NetworkManager,*,field_1035_s,sendQueueByteLength,"The length in bytes of the packets in both send queues (data and chunkData)."
*,*,*,NetworkManager,*,field_1034_t,chunkDataSendCounter,"Counter used to prevent us from sending too many chunk data packets one after another. The delay appears to be set to 50."
*,*,*,Item,*,field_4187_ac,plateSteel,"*"
*,*,*,NetServerHandler,*,field_16_e,playerEntity,"Reference to the EntityPlayerMP object."
*,*,*,NetServerHandler,*,field_17_d,mcServer,"Reference to the MinecraftServer object."
*,*,*,NetServerHandler,*,field_19_b,netManager,"The underlying network manager for this server handler."
*,*,*,Block,*,field_581_L,leaves,"*"
*,*,*,Block,*,field_583_J,oreCoal,"*"
*,*,*,Block,*,field_582_K,wood,"*"
*,*,*,Item,*,field_176_c,itemsList,"A 32000 elements Item array."
*,*,*,Packet17AddToInventory,*,field_96_c,durability,"The durability of the item, not to be used with blocks."
*,*,*,Item,*,field_171_h,appleRed,"*"
*,*,*,Item,*,field_4186_ad,legsSteel,"*"
*,*,*,NBTTagShort,*,field_734_a,shortValue,"The short value for the tag."
*,*,*,Vec3D,*,field_1055_a,xCoord,"X coordinate of Vec3D"
*,*,*,EntityLiving,*,field_9103_aW,attackTime,"*"
*,*,*,EntityLiving,*,field_9107_aS,hurtTime,"*"
*,*,*,EntityLiving,*,field_9106_aT,maxHurtTime,"*"
*,*,*,EntityLiving,*,field_9104_aV,deathTime,"*"
*,*,*,Item,*,field_193_K,gunpowder,"*"
*,*,*,EntityLiving,*,field_9109_aQ,health,"*"
*,*,*,Item,*,field_196_I,silk,"*"
*,*,*,Item,*,field_197_ay,saddle,"*"
*,*,*,Item,*,field_194_J,feather,"*"
*,*,*,Item,*,field_195_az,doorSteel,"*"
*,*,*,Item,*,field_4139_v,pickaxeStone,"*"
*,*,*,Item,*,field_4138_w,axeStone,"*"
*,*,*,Block,*,field_616_ac,cloth,"*"
*,*,*,Item,*,field_4135_z,pickaxeDiamond,"*"
*,*,*,Item,*,field_4137_x,swordDiamond,"*"
*,*,*,Item,*,field_4136_y,shovelDiamond,"*"
*,*,*,Packet53BlockChange,*,field_89_b,yPosition,"Block Y position."
*,*,*,Packet30Entity,*,field_88_c,yPosition,"The Y axis relative movement."
*,*,*,Packet30Entity,*,field_83_a,entityId,"The ID of this entity."
*,*,*,Packet30Entity,*,field_82_b,xPosition,"The X axis relative movement."
*,*,*,Packet15Place,*,field_81_c,yPosition,"Block Y position."
*,*,*,Packet15Place,*,field_80_d,zPosition,"Block Z position."
*,*,*,Packet30Entity,*,field_87_d,zPosition,"The Z axis relative movement."
*,*,*,Packet30Entity,*,field_86_e,yaw,"The X axis rotation."
*,*,*,Packet30Entity,*,field_85_f,pitch,"The Y axis rotation."
*,*,*,Packet30Entity,*,field_84_g,rotating,"Boolean set to true if the entity is rotating."
*,*,*,Packet23VehicleSpawn,*,field_101_c,yPosition,"The Y position of the object."
*,*,*,Material,*,field_517_j,sponge,"*"
*,*,*,Packet50PreChunk,*,field_103_a,xPosition,"The X position of the chunk."
*,*,*,Material,*,field_515_l,fire,"*"
*,*,*,Packet51MapChunk,*,field_105_b,yPosition,"Block Y position."
*,*,*,Packet50PreChunk,*,field_104_c,mode,"If mode is true (1) the client will initialise the chunk. If it is false (0) the client will unload the chunk."
*,*,*,Packet51MapChunk,*,field_107_h,chunkSize,"The size of the compressed data."
*,*,*,Material,*,field_511_p,tnt,"*"
*,*,*,Packet51MapChunk,*,field_108_g,chunk,"The chunk data, compressed using ZLib deflate."
*,*,*,Item,*,field_4194_aR,lightStoneDust,"*"
*,*,*,Material,*,field_518_i,plants,"*"
*,*,*,ServerGuiCommandListener,*,field_992_b,mcServerGui,"Reference to the ServerGui object."
*,*,*,ServerGuiCommandListener,*,field_993_a,textField,"Text field."
*,*,*,Item,*,field_4167_H,axeGold,"*"
*,*,*,ServerWindowAdapter,*,field_997_a,mcServer,"Reference to the MinecraftServer object."
*,*,*,PropertyManager,*,field_994_b,serverProperties,"The server properties object."
*,*,*,PropertyManager,*,field_995_a,logger,"Reference to the logger."
*,*,*,ItemStack,*,field_853_a,stackSize,"Size of the stack."
*,*,*,ItemStack,*,field_852_b,animationsToGo,"Number of animation frames to go when receiving an item (by walking into it, for example)."
*,*,*,ItemStack,*,field_855_c,itemID,"ID of the item."
*,*,*,ItemStack,*,field_854_d,itemDamage,"Damage dealt to the item or number of use. Raise when using items."
*,*,*,Block,*,field_9024_i,soundMetalFootstep,"*"
*,*,*,Item,*,field_208_at,doorWood,"*"
*,*,*,Item,*,field_209_B,stick,"*"
*,*,*,Block,*,field_9025_h,soundStoneFootstep,"*"
*,*,*,Entity,*,field_9061_Z,fire,"*"
*,*,*,Item,*,field_201_aw,bucketLava,"*"
*,*,*,Block,*,field_9026_g,soundGrassFootstep,"*"
*,*,*,Item,*,field_205_au,bucketEmpty,"*"
*,*,*,Block,*,field_9027_f,soundGravelFootstep,"*"
*,*,*,EnumCreatureType,*,field_4220_d,maxNumberOfEntityType,"*"
*,*,*,ChunkProviderGenerate,*,field_4223_v,biomesForGeneration,"The biomes that are used to generate the chunk"
*,*,*,Vec3D,*,field_1056_e,nextVector,"Next empty index in the vectorList. We don't ever seem to remove vectors from the list, however."
*,*,*,Block,*,field_632_aM,doorSteel,"*"
*,*,*,Block,*,field_630_aO,oreRedstone,"*"
*,*,*,Block,*,field_637_aH,minecartTrack,"*"
*,*,*,Block,*,field_9022_k,soundClothFootstep,"*"
*,*,*,MovingObjectPosition,*,field_929_f,hitVec,"The vector position of the hit"
*,*,*,MovingObjectPosition,*,field_928_g,entityHit,"The hit entity"
*,*,*,MovingObjectPosition,*,field_927_a,typeOfHit,"What type of ray trace hit was this? 0 = block, 1 = entity"
*,*,*,MovingObjectPosition,*,field_926_b,blockX,"x coordinate of the block ray traced against"
*,*,*,ServerConfigurationManager,*,field_925_a,logger,"Reference to the logger."
*,*,*,ServerConfigurationManager,*,field_924_b,playerEntities,"A list of player entities that exist on this server."
*,*,*,ServerConfigurationManager,*,field_923_c,mcServer,"Reference to the MinecraftServer object."
*,*,*,ServerConfigurationManager,*,field_922_d,playerManagerObj,"Reference to the PlayerManager object."
*,*,*,Block,*,field_644_aA,crops,"*"
*,*,*,Packet6SpawnPosition,*,field_140_c,zPosition,"Z coordinate of spawn."
*,*,*,Packet24MobSpawn,*,field_58_b,type,"The type of mob."
*,*,*,Packet24MobSpawn,*,field_59_a,entityId,"The entity ID."
*,*,*,Packet14BlockDig,*,field_54_a,xPosition,"Block X position."
*,*,*,Packet14BlockDig,*,field_55_e,status,"Status of the digging (started, ongoing, broken)."
*,*,*,Packet14BlockDig,*,field_56_d,face,"Punched face of the block."
*,*,*,Packet14BlockDig,*,field_57_c,zPosition,"Block Z position."
*,*,*,Packet52MultiBlockChange,*,field_50_e,metadataArray,"The metadata for each block changed."
*,*,*,Packet52MultiBlockChange,*,field_51_d,typeArray,"The type for each block change."
*,*,*,Packet52MultiBlockChange,*,field_52_c,coordinateArray,"The coordinates of the blocks to change."
*,*,*,Packet14BlockDig,*,field_53_b,yPosition,"Block Y position."
*,*,*,MobSpawnerBase,*,field_4298_c,seasonalForest,"*"
*,*,*,MobSpawnerBase,*,field_4299_b,swampland,"*"
*,*,*,Packet10Flying,*,field_71_c,zPosition,"The player's Z position."
*,*,*,MobSpawnerBase,*,field_4290_k,tundra,"*"
*,*,*,MobSpawnerBase,*,field_4291_j,iceDesert,"*"
*,*,*,MobSpawnerBase,*,field_4292_i,plains,"*"
*,*,*,MobSpawnerBase,*,field_4293_h,desert,"*"
*,*,*,MobSpawnerBase,*,field_4294_g,taiga,"*"
*,*,*,MobSpawnerBase,*,field_4295_f,shrubland,"*"
*,*,*,MobSpawnerBase,*,field_4296_e,savanna,"*"
*,*,*,MobSpawnerBase,*,field_4297_d,forest,"*"
*,*,*,ChunkProviderGenerate,*,field_706_j,rand,"RNG."
*,*,*,ChunkProviderGenerate,*,field_700_p,worldObj,"Reference to the World object."
*,*,*,Block,*,field_605_an,tnt,"*"
*,*,*,MobSpawnerBase,*,field_4281_t,biomeLookupTable,"*"
*,*,*,MobSpawnerBase,*,field_4289_l,hell,"*"
*,*,*,EntityLiving,*,field_9110_aP,swingProgress,"*"
*,*,*,Item,*,field_4175_A,axeDiamond,"*"
*,*,*,Item,*,field_4174_as,sign,"*"
*,*,*,Item,*,field_4177_am,bootsGold,"*"
*,*,*,Item,*,field_4176_ap,porkCooked,"*"
*,*,*,Item,*,field_4171_E,swordGold,"*"
*,*,*,PathPoint,*,field_1007_j,isFirst,"Indicates this is the origin"
*,*,*,Item,*,field_4173_C,bowlEmpty,"*"
*,*,*,Item,*,field_4172_D,bowlSoup,"*"
*,*,*,Block,*,field_4076_aV,blockSnow,"*"
*,*,*,Block,*,field_4077_aU,ice,"*"
*,*,*,Item,*,field_4179_ak,plateGold,"*"
*,*,*,Block,*,field_4071_af,plantRed,"Was rose"
*,*,*,Block,*,field_4072_ae,plantYellow,"Was dandelion"
*,*,*,EntityPlayerMP,*,field_419_b,mcServer,"Reference to the MinecraftServer object."
*,*,*,Packet20NamedEntitySpawn,*,field_149_c,xPosition,"The player's X position."
*,*,*,Packet20NamedEntitySpawn,*,field_148_d,yPosition,"The player's Y position."
*,*,*,Packet20NamedEntitySpawn,*,field_145_g,pitch,"The player's pitch."
*,*,*,Entity,*,field_9064_W,rand,"*"
*,*,*,Packet20NamedEntitySpawn,*,field_147_e,zPosition,"The player's Z position."
*,*,*,Packet20NamedEntitySpawn,*,field_146_f,rotation,"The player's rotation."
*,*,*,Packet2Handshake,*,field_141_a,username,"The username of the player attempting to connect."
*,*,*,EntityPlayer,*,field_416_aj,inventory,"Inventory of the player"
*,*,*,Packet20NamedEntitySpawn,*,field_143_a,entityId,"The entity ID, in this case it's the player ID."
*,*,*,World,*,field_795_u,sizeOnDisk,"Size of the world on the harddisk"
*,*,*,World,*,field_796_t,randomSeed,"Random seed for world generator"
*,*,*,World,*,field_798_r,worldAccesses,"*"
